Flag,Player,Session,Score,Session Date
Actual,Player 10,Agility,10,29/03/2022
Carried over,Player 10,Agility,10,31/03/2022
Actual,Player 10,Agility,10,30/03/2022
Actual,Player 10,Agility,9,1/4/2022
Actual,Player 10,Agility,8,4/4/2022
Actual,Player 10,Agility,4,5/4/2022
Actual,Player 10,Agility,5,6/4/2022
Carried over,Player 10,Agility,9,8/4/2022
Actual,Player 10,Agility,9,7/4/2022
Actual,Player 10,Agility,4,11/4/2022
Carried over,Player 10,Agility,4,13/04/2022
Actual,Player 10,Agility,4,12/4/2022
Actual,Player 10,Agility,7,14/04/2022
Actual,Player 10,Agility,5,15/04/2022
Actual,Player 10,Agility,5,18/04/2022
Actual,Player 10,Agility,4,19/04/2022
Actual,Player 10,Agility,7,20/04/2022
Actual,Player 10,Agility,4,21/04/2022
Actual,Player 10,Agility,10,22/04/2022
Carried over,Player 10,Agility,9,26/04/2022
Actual,Player 10,Agility,9,25/04/2022
Actual,Player 10,Agility,3,27/04/2022
Carried over,Player 10,Agility,7,3/5/2022
Carried over,Player 10,Agility,7,2/5/2022
Carried over,Player 10,Agility,7,29/04/2022
Actual,Player 10,Agility,7,28/04/2022
Carried over,Player 10,Agility,10,5/5/2022
Actual,Player 10,Agility,10,4/5/2022
Carried over,Player 10,Agility,7,9/5/2022
Actual,Player 10,Agility,7,6/5/2022
Actual,Player 10,Agility,10,10/5/2022
Carried over,Player 10,Agility,10,12/5/2022
Actual,Player 10,Agility,10,11/5/2022
Carried over,Player 10,Agility,4,16/05/2022
Actual,Player 10,Agility,4,13/05/2022
Actual,Player 10,Agility,4,17/05/2022
Carried over,Player 10,Agility,10,20/05/2022
Carried over,Player 10,Agility,10,19/05/2022
Actual,Player 10,Agility,10,18/05/2022
Actual,Player 10,Agility,9,23/05/2022
Actual,Player 10,Agility,3,24/05/2022
Actual,Player 10,Agility,3,25/05/2022
Actual,Player 10,Agility,6,26/05/2022
Actual,Player 10,Agility,3,27/05/2022
Actual,Player 10,Agility,4,30/05/2022
Actual,Player 10,Agility,9,31/05/2022
Actual,Player 10,Agility,5,1/6/2022
Actual,Player 10,Agility,3,2/6/2022
Actual,Player 10,Agility,7,3/6/2022
Carried over,Player 10,Agility,10,7/6/2022
Actual,Player 10,Agility,10,6/6/2022
Actual,Player 10,Agility,8,8/6/2022
Actual,Player 10,Agility,6,9/6/2022
Actual,Player 10,Agility,3,10/6/2022
Carried over,Player 10,Agility,10,14/06/2022
Actual,Player 10,Agility,10,13/06/2022
Carried over,Player 10,Agility,5,16/06/2022
Actual,Player 10,Agility,5,15/06/2022
Actual,Player 10,Agility,7,17/06/2022
Actual,Player 10,Agility,8,20/06/2022
Actual,Player 10,Agility,7,21/06/2022
Actual,Player 10,Agility,8,22/06/2022
Carried over,Player 10,Agility,3,27/06/2022
Carried over,Player 10,Agility,3,24/06/2022
Actual,Player 10,Agility,3,23/06/2022
Actual,Player 10,Agility,10,28/06/2022
Carried over,Player 10,Agility,6,30/06/2022
Actual,Player 10,Agility,6,29/06/2022
Actual,Player 10,Agility,10,1/7/2022
Actual,Player 10,Agility,6,4/7/2022
Actual,Player 10,Agility,10,5/7/2022
Carried over,Player 10,Agility,9,7/7/2022
Actual,Player 10,Agility,9,6/7/2022
Actual,Player 10,Agility,6,8/7/2022
Actual,Player 10,Agility,6,11/7/2022
Actual,Player 10,Agility,10,12/7/2022
Carried over,Player 10,Agility,8,15/07/2022
Carried over,Player 10,Agility,8,14/07/2022
Actual,Player 10,Agility,8,13/07/2022
Actual,Player 10,Agility,10,18/07/2022
Carried over,Player 10,Agility,7,20/07/2022
Actual,Player 10,Agility,7,19/07/2022
Actual,Player 10,Agility,10,21/07/2022
Actual,Player 10,Agility,7,22/07/2022
Actual,Player 10,Agility,7,25/07/2022
Actual,Player 10,Agility,7,26/07/2022
Actual,Player 10,Agility,9,27/07/2022
Actual,Player 10,Agility,5,28/07/2022
Actual,Player 12,Agility,6,3/1/2022
Actual,Player 12,Agility,7,4/1/2022
Carried over,Player 12,Agility,7,7/1/2022
Carried over,Player 12,Agility,7,6/1/2022
Actual,Player 12,Agility,7,5/1/2022
Carried over,Player 12,Agility,7,11/1/2022
Actual,Player 12,Agility,7,10/1/2022
Actual,Player 12,Agility,5,12/1/2022
Actual,Player 12,Agility,5,13/01/2022
Actual,Player 12,Agility,6,14/01/2022
Actual,Player 12,Agility,3,17/01/2022
Actual,Player 12,Agility,9,18/01/2022
Actual,Player 12,Agility,5,19/01/2022
Carried over,Player 12,Agility,10,21/01/2022
Actual,Player 12,Agility,10,20/01/2022
Actual,Player 12,Agility,9,24/01/2022
Actual,Player 12,Agility,8,25/01/2022
Actual,Player 12,Agility,3,26/01/2022
Carried over,Player 12,Agility,5,28/01/2022
Actual,Player 5,Strength Building,9,3/1/2022
Carried over,Player 5,Strength Building,8,5/1/2022
Actual,Player 5,Strength Building,8,4/1/2022
Carried over,Player 5,Strength Building,9,12/1/2022
Carried over,Player 5,Strength Building,9,11/1/2022
Carried over,Player 5,Strength Building,9,10/1/2022
Carried over,Player 5,Strength Building,9,7/1/2022
Actual,Player 5,Strength Building,9,6/1/2022
Actual,Player 5,Strength Building,7,13/01/2022
Actual,Player 5,Strength Building,5,14/01/2022
Carried over,Player 5,Strength Building,6,19/01/2022
Carried over,Player 5,Strength Building,6,18/01/2022
Actual,Player 5,Strength Building,6,17/01/2022
Actual,Player 5,Strength Building,8,20/01/2022
Actual,Player 5,Strength Building,6,21/01/2022
Actual,Player 5,Strength Building,7,24/01/2022
Carried over,Player 5,Strength Building,3,26/01/2022
Actual,Player 5,Strength Building,3,25/01/2022
Carried over,Player 5,Strength Building,8,28/01/2022
Actual,Player 5,Strength Building,8,27/01/2022
Actual,Player 5,Strength Building,6,31/01/2022
Carried over,Player 5,Strength Building,3,3/2/2022
Carried over,Player 5,Strength Building,3,2/2/2022
Actual,Player 5,Strength Building,3,1/2/2022
Actual,Player 5,Strength Building,5,4/2/2022
Actual,Player 5,Strength Building,6,7/2/2022
Actual,Player 5,Strength Building,8,8/2/2022
Actual,Player 5,Strength Building,5,9/2/2022
Carried over,Player 5,Strength Building,6,11/2/2022
Actual,Player 5,Strength Building,6,10/2/2022
Actual,Player 5,Strength Building,6,14/02/2022
Actual,Player 5,Strength Building,4,15/02/2022
Carried over,Player 5,Strength Building,6,17/02/2022
Actual,Player 5,Strength Building,6,16/02/2022
Carried over,Player 5,Strength Building,7,21/02/2022
Actual,Player 5,Strength Building,7,18/02/2022
Actual,Player 5,Strength Building,9,22/02/2022
Actual,Player 5,Strength Building,4,23/02/2022
Actual,Player 5,Strength Building,7,24/02/2022
Carried over,Player 5,Strength Building,3,1/3/2022
Carried over,Player 5,Strength Building,3,28/02/2022
Actual,Player 5,Strength Building,3,25/02/2022
Actual,Player 5,Strength Building,9,2/3/2022
Actual,Player 5,Strength Building,8,3/3/2022
Carried over,Player 5,Strength Building,4,7/3/2022
Actual,Player 5,Strength Building,4,4/3/2022
Actual,Player 5,Strength Building,7,8/3/2022
Actual,Player 5,Strength Building,10,9/3/2022
Actual,Player 5,Strength Building,7,10/3/2022
Actual,Player 5,Strength Building,10,11/3/2022
Actual,Player 5,Strength Building,5,14/03/2022
Actual,Player 5,Strength Building,9,15/03/2022
Actual,Player 5,Strength Building,10,16/03/2022
Actual,Player 5,Strength Building,6,17/03/2022
Actual,Player 5,Strength Building,8,18/03/2022
Actual,Player 5,Strength Building,8,21/03/2022
Carried over,Player 5,Strength Building,7,24/03/2022
Carried over,Player 5,Strength Building,7,23/03/2022
Actual,Player 5,Strength Building,7,22/03/2022
Carried over,Player 5,Strength Building,9,28/03/2022
Actual,Player 5,Strength Building,9,25/03/2022
Carried over,Player 5,Strength Building,3,1/4/2022
Carried over,Player 5,Strength Building,3,31/03/2022
Carried over,Player 5,Strength Building,3,30/03/2022
Actual,Player 5,Strength Building,3,29/03/2022
Actual,Player 5,Strength Building,3,4/4/2022
Actual,Player 5,Strength Building,10,5/4/2022
Carried over,Player 5,Strength Building,3,7/4/2022
Actual,Player 5,Strength Building,3,6/4/2022
Actual,Player 5,Strength Building,7,8/4/2022
Carried over,Player 5,Strength Building,8,12/4/2022
Actual,Player 5,Strength Building,8,11/4/2022
Carried over,Player 5,Strength Building,4,19/04/2022
Carried over,Player 5,Strength Building,4,18/04/2022
Carried over,Player 5,Strength Building,4,15/04/2022
Carried over,Player 5,Strength Building,4,14/04/2022
Actual,Player 5,Strength Building,4,13/04/2022
Actual,Player 5,Strength Building,10,20/04/2022
Actual,Player 5,Strength Building,9,21/04/2022
Actual,Player 5,Strength Building,10,22/04/2022
Actual,Player 5,Strength Building,7,25/04/2022
Carried over,Player 5,Strength Building,6,27/04/2022
Actual,Player 5,Strength Building,6,26/04/2022
Carried over,Player 5,Strength Building,6,29/04/2022
Actual,Player 5,Strength Building,6,28/04/2022
Carried over,Player 5,Strength Building,9,3/5/2022
Actual,Player 5,Strength Building,9,2/5/2022
Actual,Player 5,Strength Building,7,4/5/2022
Actual,Player 5,Strength Building,3,5/5/2022
Actual,Player 5,Strength Building,8,6/5/2022
Carried over,Player 5,Strength Building,8,11/5/2022
Carried over,Player 5,Strength Building,8,10/5/2022
Actual,Player 5,Strength Building,8,9/5/2022
Actual,Player 5,Strength Building,10,12/5/2022
Carried over,Player 5,Strength Building,3,17/05/2022
Carried over,Player 5,Strength Building,3,16/05/2022
Actual,Player 5,Strength Building,3,13/05/2022
Carried over,Player 5,Strength Building,5,19/05/2022
Actual,Player 5,Strength Building,5,18/05/2022
Carried over,Player 5,Strength Building,10,23/05/2022
Actual,Player 5,Strength Building,10,20/05/2022
Actual,Player 5,Strength Building,4,24/05/2022
Actual,Player 5,Strength Building,10,25/05/2022
Actual,Player 5,Strength Building,7,26/05/2022
Actual,Player 5,Strength Building,7,27/05/2022
Actual,Player 5,Strength Building,9,30/05/2022
Actual,Player 5,Strength Building,3,31/05/2022
Carried over,Player 5,Strength Building,7,3/6/2022
Carried over,Player 5,Strength Building,7,2/6/2022
Actual,Player 5,Strength Building,7,1/6/2022
Actual,Player 5,Strength Building,5,6/6/2022
Carried over,Player 5,Strength Building,7,8/6/2022
Actual,Player 5,Strength Building,7,7/6/2022
Carried over,Player 5,Strength Building,8,14/06/2022
Carried over,Player 5,Strength Building,8,13/06/2022
Carried over,Player 5,Strength Building,8,10/6/2022
Actual,Player 5,Strength Building,8,9/6/2022
Actual,Player 5,Strength Building,5,15/06/2022
Carried over,Player 5,Strength Building,6,22/06/2022
Carried over,Player 5,Strength Building,6,21/06/2022
Carried over,Player 5,Strength Building,6,20/06/2022
Carried over,Player 5,Strength Building,6,17/06/2022
Actual,Player 5,Strength Building,6,16/06/2022
Actual,Player 5,Strength Building,3,23/06/2022
Actual,Player 5,Strength Building,10,24/06/2022
Actual,Player 5,Strength Building,5,27/06/2022
Actual,Player 5,Strength Building,5,28/06/2022
Actual,Player 5,Strength Building,5,29/06/2022
Carried over,Player 5,Strength Building,5,4/7/2022
Carried over,Player 5,Strength Building,5,1/7/2022
Actual,Player 5,Strength Building,5,30/06/2022
Carried over,Player 5,Strength Building,10,6/7/2022
Actual,Player 5,Strength Building,10,5/7/2022
Carried over,Player 5,Strength Building,7,11/7/2022
Carried over,Player 5,Strength Building,7,8/7/2022
Actual,Player 5,Strength Building,7,7/7/2022
Actual,Player 5,Strength Building,3,12/7/2022
Actual,Player 5,Strength Building,9,13/07/2022
Actual,Player 5,Strength Building,7,14/07/2022
Actual,Player 5,Strength Building,9,15/07/2022
Carried over,Player 5,Strength Building,5,19/07/2022
Actual,Player 5,Strength Building,5,18/07/2022
Actual,Player 5,Strength Building,4,20/07/2022
Carried over,Player 5,Strength Building,4,22/07/2022
Actual,Player 5,Strength Building,4,21/07/2022
Actual,Player 5,Strength Building,6,25/07/2022
Actual,Player 5,Strength Building,6,26/07/2022
Carried over,Player 5,Strength Building,5,28/07/2022
Actual,Player 5,Strength Building,5,27/07/2022
Carried over,Player 14,Strength Building,4,4/1/2022
Actual,Player 14,Strength Building,4,3/1/2022
Actual,Player 14,Strength Building,5,5/1/2022
Actual,Player 14,Strength Building,9,6/1/2022
Carried over,Player 14,Strength Building,3,10/1/2022
Actual,Player 14,Strength Building,3,7/1/2022
Actual,Player 14,Strength Building,3,11/1/2022
Actual,Player 14,Strength Building,8,12/1/2022
Actual,Player 14,Strength Building,8,13/01/2022
Carried over,Player 14,Strength Building,7,18/01/2022
Carried over,Player 14,Strength Building,7,17/01/2022
Actual,Player 14,Strength Building,7,14/01/2022
Actual,Player 14,Strength Building,7,19/01/2022
Actual,Player 14,Strength Building,10,20/01/2022
Carried over,Player 14,Strength Building,7,24/01/2022
Actual,Player 14,Strength Building,7,21/01/2022
Actual,Player 14,Strength Building,4,25/01/2022
Actual,Player 14,Strength Building,5,26/01/2022
Actual,Player 14,Strength Building,5,27/01/2022
Carried over,Player 14,Strength Building,7,31/01/2022
Actual,Player 14,Strength Building,7,28/01/2022
Actual,Player 14,Strength Building,8,1/2/2022
Actual,Player 14,Strength Building,10,2/2/2022
Actual,Player 14,Strength Building,6,3/2/2022
Carried over,Player 14,Strength Building,7,8/2/2022
Carried over,Player 14,Strength Building,7,7/2/2022
Actual,Player 14,Strength Building,7,4/2/2022
Actual,Player 14,Strength Building,4,9/2/2022
Actual,Player 14,Strength Building,5,10/2/2022
Actual,Player 14,Strength Building,6,11/2/2022
Carried over,Player 14,Strength Building,3,16/02/2022
Carried over,Player 14,Strength Building,3,15/02/2022
Actual,Player 14,Strength Building,3,14/02/2022
Actual,Player 14,Strength Building,6,17/02/2022
Actual,Player 14,Strength Building,8,18/02/2022
Carried over,Player 14,Strength Building,6,23/02/2022
Carried over,Player 14,Strength Building,6,22/02/2022
Actual,Player 14,Strength Building,6,21/02/2022
Actual,Player 14,Strength Building,10,24/02/2022
Actual,Player 14,Strength Building,7,25/02/2022
Actual,Player 14,Strength Building,4,28/02/2022
Actual,Player 14,Strength Building,3,1/3/2022
Actual,Player 14,Strength Building,7,2/3/2022
Actual,Player 14,Strength Building,5,3/3/2022
Actual,Player 14,Strength Building,3,4/3/2022
Actual,Player 14,Strength Building,5,7/3/2022
Carried over,Player 14,Strength Building,8,9/3/2022
Actual,Player 14,Strength Building,8,8/3/2022
Actual,Player 14,Strength Building,5,10/3/2022
Carried over,Player 14,Strength Building,7,16/03/2022
Carried over,Player 14,Strength Building,7,15/03/2022
Carried over,Player 14,Strength Building,7,14/03/2022
Actual,Player 14,Strength Building,7,11/3/2022
Carried over,Player 14,Strength Building,3,18/03/2022
Actual,Player 14,Strength Building,3,17/03/2022
Carried over,Player 14,Strength Building,7,22/03/2022
Actual,Player 14,Strength Building,7,21/03/2022
Carried over,Player 14,Strength Building,9,25/03/2022
Carried over,Player 14,Strength Building,9,24/03/2022
Actual,Player 14,Strength Building,9,23/03/2022
Carried over,Player 14,Strength Building,6,29/03/2022
Actual,Player 14,Strength Building,6,28/03/2022
Actual,Player 14,Strength Building,6,30/03/2022
Actual,Player 14,Strength Building,5,31/03/2022
Actual,Player 14,Strength Building,10,1/4/2022
Actual,Player 14,Strength Building,7,4/4/2022
Actual,Player 14,Strength Building,9,5/4/2022
Actual,Player 14,Strength Building,9,6/4/2022
Carried over,Player 14,Strength Building,6,11/4/2022
Carried over,Player 14,Strength Building,6,8/4/2022
Actual,Player 14,Strength Building,6,7/4/2022
Actual,Player 14,Strength Building,10,12/4/2022
Actual,Player 14,Strength Building,5,13/04/2022
Carried over,Player 14,Strength Building,5,15/04/2022
Actual,Player 14,Strength Building,5,14/04/2022
Carried over,Player 14,Strength Building,9,22/04/2022
Carried over,Player 14,Strength Building,9,21/04/2022
Carried over,Player 14,Strength Building,9,20/04/2022
Carried over,Player 14,Strength Building,9,19/04/2022
Actual,Player 14,Strength Building,9,18/04/2022
Actual,Player 14,Strength Building,3,25/04/2022
Actual,Player 14,Strength Building,5,26/04/2022
Carried over,Player 14,Strength Building,6,29/04/2022
Carried over,Player 14,Strength Building,6,28/04/2022
Actual,Player 14,Strength Building,6,27/04/2022
Actual,Player 14,Strength Building,3,2/5/2022
Carried over,Player 14,Strength Building,4,4/5/2022
Actual,Player 14,Strength Building,4,3/5/2022
Actual,Player 14,Strength Building,9,5/5/2022
Carried over,Player 14,Strength Building,3,9/5/2022
Actual,Player 14,Strength Building,3,6/5/2022
Actual,Player 14,Strength Building,3,10/5/2022
Actual,Player 14,Strength Building,10,11/5/2022
Actual,Player 14,Strength Building,3,12/5/2022
Carried over,Player 14,Strength Building,5,16/05/2022
Actual,Player 14,Strength Building,5,13/05/2022
Carried over,Player 14,Strength Building,8,18/05/2022
Actual,Player 14,Strength Building,8,17/05/2022
Actual,Player 14,Strength Building,3,19/05/2022
Actual,Player 14,Strength Building,8,20/05/2022
Actual,Player 14,Strength Building,5,23/05/2022
Actual,Player 14,Strength Building,6,24/05/2022
Carried over,Player 14,Strength Building,8,26/05/2022
Actual,Player 14,Strength Building,8,25/05/2022
Actual,Player 14,Strength Building,6,27/05/2022
Carried over,Player 14,Strength Building,8,1/6/2022
Carried over,Player 14,Strength Building,8,31/05/2022
Actual,Player 14,Strength Building,8,30/05/2022
Carried over,Player 14,Strength Building,3,3/6/2022
Actual,Player 14,Strength Building,3,2/6/2022
Actual,Player 14,Strength Building,8,6/6/2022
Actual,Player 14,Strength Building,7,7/6/2022
Carried over,Player 14,Strength Building,6,9/6/2022
Actual,Player 14,Strength Building,6,8/6/2022
Actual,Player 14,Strength Building,6,10/6/2022
Carried over,Player 14,Strength Building,7,16/06/2022
Carried over,Player 14,Strength Building,7,15/06/2022
Carried over,Player 14,Strength Building,7,14/06/2022
Actual,Player 14,Strength Building,7,13/06/2022
Carried over,Player 14,Strength Building,6,21/06/2022
Carried over,Player 14,Strength Building,6,20/06/2022
Actual,Player 14,Strength Building,6,17/06/2022
Actual,Player 14,Strength Building,10,22/06/2022
Actual,Player 14,Strength Building,4,23/06/2022
Carried over,Player 14,Strength Building,6,28/06/2022
Carried over,Player 14,Strength Building,6,27/06/2022
Actual,Player 14,Strength Building,6,24/06/2022
Actual,Player 14,Strength Building,6,29/06/2022
Actual,Player 14,Strength Building,9,30/06/2022
Actual,Player 14,Strength Building,6,1/7/2022
Actual,Player 14,Strength Building,3,4/7/2022
Actual,Player 14,Strength Building,3,5/7/2022
Actual,Player 14,Strength Building,8,6/7/2022
Carried over,Player 14,Strength Building,7,11/7/2022
Carried over,Player 14,Strength Building,7,8/7/2022
Actual,Player 14,Strength Building,7,7/7/2022
Actual,Player 14,Strength Building,9,12/7/2022
Actual,Player 14,Strength Building,3,13/07/2022
Actual,Player 14,Strength Building,6,14/07/2022
Actual,Player 14,Strength Building,6,15/07/2022
Actual,Player 14,Strength Building,10,18/07/2022
Actual,Player 14,Strength Building,5,19/07/2022
Carried over,Player 14,Strength Building,7,21/07/2022
Actual,Player 14,Strength Building,7,20/07/2022
Carried over,Player 14,Strength Building,7,25/07/2022
Actual,Player 14,Strength Building,7,22/07/2022
Actual,Player 14,Strength Building,7,26/07/2022
Actual,Player 14,Strength Building,9,27/07/2022
Actual,Player 14,Strength Building,9,28/07/2022
Carried over,Player 14,Cardio,8,4/1/2022
Actual,Player 14,Cardio,8,3/1/2022
Carried over,Player 14,Cardio,9,7/1/2022
Carried over,Player 14,Cardio,9,6/1/2022
Actual,Player 14,Cardio,9,5/1/2022
Actual,Player 14,Cardio,5,10/1/2022
Actual,Player 14,Cardio,4,11/1/2022
Actual,Player 14,Cardio,10,12/1/2022
Actual,Player 14,Cardio,9,13/01/2022
Actual,Player 14,Cardio,9,14/01/2022
Actual,Player 14,Cardio,4,17/01/2022
Actual,Player 14,Cardio,6,18/01/2022
Actual,Player 14,Cardio,4,19/01/2022
Actual,Player 14,Cardio,5,20/01/2022
Carried over,Player 14,Cardio,9,24/01/2022
Actual,Player 14,Cardio,9,21/01/2022
Actual,Player 14,Cardio,6,25/01/2022
Actual,Player 14,Cardio,6,26/01/2022
Actual,Player 14,Cardio,5,27/01/2022
Actual,Player 14,Cardio,10,28/01/2022
Actual,Player 14,Cardio,7,31/01/2022
Carried over,Player 14,Cardio,10,2/2/2022
Actual,Player 14,Cardio,10,1/2/2022
Actual,Player 14,Cardio,3,3/2/2022
Actual,Player 14,Cardio,7,4/2/2022
Actual,Player 14,Cardio,9,7/2/2022
Carried over,Player 14,Cardio,8,9/2/2022
