ConcertID,Artist,Concert Date,Concert,Venue,Location
389,Ed Sheeran,9/18/2014,Ed Sheeran / Rudimental,Air Canada Centre,"Toronto, ON"
391,Ed Sheeran,9/17/2014,Ed Sheeran,Air Canada Centre,"Toronto, ON"
803,Ed Sheeran,6/16/2013,MuchMusic Video Awards,Much Music,"Toronto, ON"
804,Ed Sheeran,6/15/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Rogers Centre,"Toronto, ON"
805,Ed Sheeran,6/15/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Rogers Centre,"Toronto, ON"
806,Ed Sheeran,6/14/2013,The Red Tour,Rogers Centre,"Toronto, ON"
807,Ed Sheeran,6/14/2013,The Red Tour,The Rogers Center,"Toronto, ON"
808,Ed Sheeran,6/14/2013,The RED TOUR,Rogers Centre,"Toronto, ON"
809,Ed Sheeran,6/14/2013,Red Tour,Rogers Centre,"Toronto, ON"
810,Ed Sheeran,6/14/2013,The Red Tour,Rogers Centre,"Toronto, ON"
977,Ed Sheeran,8/31/2018,% Tour,Rogers Centre,"Toronto, ON"
978,Ed Sheeran,8/31/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Rogers Centre,"Toronto, ON"
979,Ed Sheeran,8/31/2018,Ed Sheeran,Rogers Centre,"Toronto, ON"
980,Ed Sheeran,8/31/2018,Ed Sheeran,Rogers Centre,"Toronto, ON"
981,Ed Sheeran,8/31/2018,Ed Sheeran,Rogers Centre,"Toronto, ON"
982,Ed Sheeran,8/30/2018,Divide World Tour,Rogers Centre,"Toronto, ON"
984,Ed Sheeran,8/30/2018,Ed Sheeran,Rogers Centre,"Toronto, ON"
985,Ed Sheeran,8/30/2018,Divide Tour,Rogers Centre,"Toronto, ON"
986,Ed Sheeran,8/30/2018,Ed Sheeran,Rogers Centre,"Toronto, ON"
987,Ed Sheeran,8/30/2018,Ed Sheeran / Snow Patrol / Anne Marie,Rogers Centre,"Toronto, ON"
1207,Ed Sheeran,9/12/2012,North American Tour,Echo Beach,"Toronto, ON"
1262,Ed Sheeran,6/17/2012,Much Music Video Awards,Much Music,"Toronto, ON"
1405,Ben Howard,2/1/2015,Ben Howard,Massey Hall,"Toronto, ON"
2077,Ed Sheeran,7/7/2017,Ed Sheeran / James Blunt,Air Canada Centre,"Toronto, ON"
2181,Ed Sheeran,9/20/2015,Ed Sheeran / Christina Perri,Air Canada Centre,"Toronto, ON"
1067,Ed Sheeran,2/14/2013,Ed Sheeran / Rizzle Kicks,The Rialto,"Tucson, AZ"
738,Ed Sheeran,8/7/2013,Taylor Swift / Ed Sheeran,BOK Center,"Tulsa, OK"
1791,Ed Sheeran,8/17/2017,Divide Tour,BOK Center,"Tulsa, OK"
1399,Ben Howard,4/2/2015,Byron Bay Bluesfest 2015,Tyagarah Tea Tree Farm,"Tyagarah, NSW"
1400,Ben Howard,4/2/2015,Byron Bay Bluesfest 2015,Tyagarah Tea Tree Farm,"Tyagarah, NSW"
1401,Ben Howard,4/2/2015,Byron Bay Bluesfest 2015,Tyagarah Tea Tree Farm,"Tyagarah, NSW"
1402,Ben Howard,4/2/2015,Byron Bay Bluesfest 2015,Tyagarah Tea Tree Farm,"Tyagarah, NSW"
1716,Ben Howard,3/28/2013,Bluesfest 2013,Tyagarah Tea Tree Farm,"Tyagarah, NSW"
299,Ed Sheeran,5/23/2015,Ed Sheeran / Foy Vance,Mohegan Sun Arena,"Uncasville, CT"
300,Ed Sheeran,5/23/2015,Ed Sheeran,Mohegan Sun Arena,"Uncasville, CT"
301,Ed Sheeran,5/23/2015,Ed Sheeran / Foy Vance,Mohegan Sun Arena,"Uncasville, CT"
302,Ed Sheeran,5/23/2015,X tour,Mohegan Sun Arena,"Uncasville, CT"
303,Ed Sheeran,5/23/2015,Ed Sheeran,Mohegan Sun Arena,"Uncasville, CT"
1979,Ed Sheeran,7/15/2017,Divide Tour,Mohegan Sun Arena,"Uncasville, CT"
1980,Ed Sheeran,7/15/2017,Divide tour,Mohegan Sun Arena,"Uncasville, CT"
1981,Ed Sheeran,7/14/2017,James Blunt / Ed Sheeran,Mohegan Sun Arena,"Uncasville, CT"
7,Ben Howard,11/18/2018,Ben Howard,"TivoliVredenburg, Ronda","Utrecht, Netherlands"
8,Ben Howard,11/18/2018,Ben Howard / FARE,TivoliVredenburg,"Utrecht, Netherlands"
9,Ben Howard,11/18/2018,Ben Howard,"TivoliVredenburg, Ronda","Utrecht, Netherlands"
6,Ben Howard,11/19/2018,Ben Howard,"TivoliVredenburg, Ronda","Utrecht, The Netherlands"
244,Ed Sheeran,6/19/2015,Ed Sheeran / Rixton,Rogers Arena,"Vancouver, BC"
245,Ed Sheeran,6/19/2015,Ed Sheeran's X Tour 2015,Rogers Arena,"Vancouver, BC"
532,Ed Sheeran,8/23/2014,Ed Sheeran's X Tour 2014,Ambleside Live Concert Series,"Vancouver, BC"
790,Ed Sheeran,6/29/2013,Taylor Swift / Ed Sheeran / Austin Mahone,BC Place Stadium,"Vancouver, BC"
791,Ed Sheeran,6/29/2013,Taylor Swift's RED Tour,BC Place,"Vancouver, BC"
792,Ed Sheeran,6/29/2013,Taylor Swift / Ed Sheeran / Austin Mahone,BC Place Stadium,"Vancouver, BC"
1180,Ed Sheeran,10/4/2012,Ed Sheeran / Passenger / Selah Sue,Queen Elizabeth Theatre,"Vancouver, BC"
1276,Ed Sheeran,4/30/2012,Snow Patrol / Ed Sheeran,The Orpheum,"Vancouver, BC"
1277,Ed Sheeran,4/30/2012,Fallen Empires Tour,Orpheum Theatre,"Vancouver, BC"
1710,Ben Howard,4/17/2013,Ben Howard / Tom Curren,Orpheum Annex Theatre,"Vancouver, BC"
1971,Ed Sheeran,7/28/2017,Ed Sheeran / James Blunt,Rogers Arena,"Vancouver, BC"
1972,Ed Sheeran,7/28/2017,Ed Sheeran's Divide World Tour 2017,Rogers Arena,"Vancouver, BC"
566,Ed Sheeran,7/17/2014,Full hit of Summer Festival,Arena Open Air,"Vienna, Austria"
999,Ed Sheeran,8/8/2018,ˆ Stadium Tour,Ernst Happel Stadion,"Vienna, Austria"
1000,Ed Sheeran,8/8/2018,Ed Sheeran Ernst-Happel-Stadion (8th August),Ernst Happel Stadion,"Vienna, Austria"
1001,Ed Sheeran,8/7/2018,Ed Sheeran,Ernst Happel Stadium,"Vienna, Austria"
1002,Ed Sheeran,8/7/2018,Ed Sheeran,Ernst Happel Stadion,"Vienna, Austria"
847,Ben Howard,9/26/2015,Landmark Festival,West Potomac Park,"Washington, D.C."
848,Ben Howard,9/26/2015,Landmark Music Festival,West Potomac Park,"Washington, D.C."
849,Ben Howard,9/26/2015,Landmark Music Festival,The National Mall,"Washington, D.C."
851,Ben Howard,9/26/2015,Landmark Day 1,West Potomac Park,"Washington, D.C."
912,Ed Sheeran,5/12/2013,Taylor Swift / Ed Sheeran,Verizon Center,"Washington, D.C."
913,Ed Sheeran,5/11/2013,The Red Tour,Verizon Center,"Washington, D.C."
1199,Ed Sheeran,9/22/2012,Ed Sheeran / Passenger / Selah Sue,9:30 Club,"Washington, D.C."
1200,Ed Sheeran,9/22/2012,Ed Sheeran / Passenger / Selah Sue,9:30 Club,"Washington, D.C."
1201,Ed Sheeran,9/22/2012,Ed Sheeran / Passenger,9:30 Club,"Washington, D.C."
1202,Ed Sheeran,9/22/2012,Ed Sheeran / Passenger / Selah Sue,9:30 Club,"Washington, D.C."
1754,Ed Sheeran,9/20/2017,Ed Sheeran / James Blunt,Capital One Arena,"Washington, D.C."
1755,Ed Sheeran,9/19/2017,Ed Sheeran / James Blunt,Capital One Arena,"Washington, D.C."
1757,Ed Sheeran,9/19/2017,Ed Sheeran / James Blunt,Verizon Center,"Washington, D.C."
1758,Ed Sheeran,9/19/2017,Ed Sheeran,Capital One Arena,"Washington, D.C."
1759,Ed Sheeran,9/19/2017,Divide Tour,Capital One Arena,"Washington, D.C."
1760,Ed Sheeran,9/17/2017,Divide Tour,Verizon Center,"Washington, D.C."
2175,Ed Sheeran,9/24/2015,Ed Sheeran / Christina Perri,Verizon Center,"Washington, D.C."
2176,Ed Sheeran,9/23/2015,Ed Sheeran / Christina Perri,Verizon Center,"Washington, D.C."
2177,Ed Sheeran,9/23/2015,Ed Sheeran / Christina Perri,Verizon Center,"Washington, D.C."
2178,Ed Sheeran,9/22/2015,X Tour,Verizon Center,"Washington, D.C."
2179,Ed Sheeran,9/22/2015,Ed Sheeran / Christina Perri,Verizon Center,"Washington, D.C."
2180,Ed Sheeran,9/22/2015,Ed Sheeran / Christina Perri,Verizon Center,"Washington, D.C."
28,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
29,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
31,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
35,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
36,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
39,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
41,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter,"
1252,Ed Sheeran,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1253,Ed Sheeran,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1254,Ed Sheeran,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1255,Ed Sheeran,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1256,Ed Sheeran,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1257,Ed Sheeran,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1682,Ben Howard,7/4/2013,Rock Werchter 2013,Unknown venue,"Werchter,"
1684,Ben Howard,7/4/2013,Rock Werchter 2013,Unknown venue,"Werchter,"
1686,Ben Howard,7/4/2013,Rock Werchter 2013,Unknown venue,"Werchter,"
1688,Ben Howard,7/4/2013,Rock Werchter 2013,Unknown venue,"Werchter,"
1689,Ben Howard,7/4/2013,Rock Werchter 2013,Unknown venue,"Werchter,"
1690,Ben Howard,7/4/2013,Rock Werchter 2013,Unknown venue,"Werchter,"
1851,Ben Howard,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1852,Ben Howard,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1853,Ben Howard,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1854,Ben Howard,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1855,Ben Howard,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
1856,Ben Howard,6/28/2012,Rock Werchter 2012,Unknown venue,"Werchter,"
33,Ben Howard,7/5/2018,Rock Werchter,Werchter Festivalpark,"Werchter, BE"
37,Ben Howard,7/5/2018,Rock Werchter 2018,Rock Werchter,"Werchter, BE"
1012,Ed Sheeran,7/1/2018,Ed Sheeran: Divide World Tour,Werchter Festivalpark,"Werchter, BE"
1685,Ben Howard,7/4/2013,Rock Werchter 2013,Festivalpark Werchter,"Werchter, BE"
1687,Ben Howard,7/4/2013,Rock Werchter 2013,Festivalpark Werchter,"Werchter, BE"
30,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark,"Werchter, Belgium"
32,Ben Howard,7/5/2018,Rock Werchter 2018 (#RW18),Festivalpark Werchter,"Werchter, Belgium"
34,Ben Howard,7/5/2018,Rock Werchter 2018,Rock Werchter,"Werchter, Belgium"
1681,Ben Howard,7/5/2013,Ben Howard,Rock Werchter,"Werchter, Belgium"
1683,Ben Howard,7/4/2013,Rock Werchter 2013 (#RW13),Festivalpark Werchter,"Werchter, Belgium"
26,Ben Howard,7/6/2018,Rock Werchter 2018,Werchter Park,"Werchter, Belguim"
27,Ben Howard,7/5/2018,Rock Werchter,Werchter Festivalpark,"Werchter, Belguim"
40,Ben Howard,7/5/2018,Rock Werchter,Rock Werchter,"Werchter, Belguim"
42,Ben Howard,7/5/2018,Rock Werchter,Festivalpark Werchter,"Werchter, Belguim"
43,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark Werchter,"Werchter, Belguim"
870,Ben Howard,6/25/2015,Rock Werchter 2015,Rock Werchter,"Werchter, Belguim"
1013,Ed Sheeran,7/1/2018,Ed Sheeran,Werchter Park,"Werchter, Belguim"
1251,Ed Sheeran,7/1/2012,Ed Sheeran,Rock Werchter,"Werchter, Belguim"
1052,Ed Sheeran,3/6/2013,Ed Sheeran / Passenger / Gabrielle Aplin,Festival Hall,"West Melbourne, VIC"
926,Ed Sheeran,5/3/2013,Sunfest,West Palm Beach Waterfront,"West Palm Beach, FL"
928,Ed Sheeran,5/1/2013,Sunfest Music Festival 2013,SunFest Festival Grounds,"West Palm Beach, FL"
929,Ed Sheeran,5/1/2013,Sunfest Music Festival 2013,SunFest Festival Grounds,"West Palm Beach, FL"
930,Ed Sheeran,5/1/2013,Sunfest Music Festival 2013,Clematis By Night Festival Grounds,"West Palm Beach, FL"
931,Ed Sheeran,5/1/2013,Sunfest Music Festival 2013,SunFest Festival Grounds,"West Palm Beach, FL"
558,Ed Sheeran,8/16/2014,V Festival 2014,Weston Park,"Weston-under-Lizard,"
250,Ed Sheeran,6/12/2015,Ed Sheeran / Rixton,Bell MTS Place (formerly MTS Centre),"Winnipeg, MB"
251,Ed Sheeran,6/12/2015,x Tour,Bell MTS Place,"Winnipeg, MB"
252,Ed Sheeran,6/12/2015,Ed Sheeran / Rixton,Bell MTS Place (formerly MTS Centre),"Winnipeg, MB"
253,Ed Sheeran,6/12/2015,Ed Sheeran / Rixton,Bell MTS Place (formerly MTS Centre),"Winnipeg, MB"
797,Ed Sheeran,6/22/2013,Live On Lombard,Boa Lounge,"Winnipeg, MB"
798,Ed Sheeran,6/22/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Investors Group Field,"Winnipeg, MB"
799,Ed Sheeran,6/22/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Investors Group Field,"Winnipeg, MB"
800,Ed Sheeran,6/22/2013,The Red Tour,Investors Group Field,"Winnipeg, MB"
801,Ed Sheeran,6/22/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Investors Group Field,"Winnipeg, MB"
802,Ed Sheeran,6/22/2013,Red Tour,Investors Group Field,"Winnipeg, MB"
1975,Ed Sheeran,7/22/2017,Ed Sheeran / James Blunt,Bell MTS Place,"Winnipeg, MB"
1976,Ed Sheeran,7/22/2017,Ed Sheeran / James Blunt,Bell MTS Place (formerly MTS Centre),"Winnipeg, MB"
1977,Ed Sheeran,7/22/2017,Ed Sheeran / James Blunt,Bell MTS Place (formerly MTS Centre),"Winnipeg, MB"
2015,Ed Sheeran,3/19/2017,Ed Sheeran,Hallenstadion,ZÅrich
1003,Ed Sheeran,8/3/2018,Ed Sheeran,Letzigrund Stadion,"ZÅrich,"
2016,Ed Sheeran,3/19/2017,Ed Sheeran,Hallenstadion,"ZÅrich,"
11,Ben Howard,10/10/2018,Ben Howard,The Anthem,
102,Ed Sheeran,8/13/2015,X,Forest Hills Tennis Stadium,"Queens, NY"
108,Ed Sheeran,7/10/2015,Ed Sheeran / One Republic / Passenger,Wembley Stadium,"London, UK"
144,Ed Sheeran,3/1/2019,Ed Sheeran,,
292,Ed Sheeran,5/29/2015,Ed Sheeran / Foy Vance,Forest Hills Stadium,"Queens, NY"
328,Ed Sheeran,4/28/2015,Ed Sheeran,,
375,Ed Sheeran,10/14/2014,Ed Sheeran,"The O2 Arena, Greenwich","London, UK"
376,Ed Sheeran,10/13/2014,Ed Sheeran,O2 Arena,"London, UK"
377,Ed Sheeran,10/13/2014,Ed Sheeran,O2 Arena,"London, UK"
382,Ed Sheeran,10/8/2014,Ed Sheeran,,
394,Ed Sheeran,9/17/2014,Ed Sheeran,,
454,Ed Sheeran,3/16/2015,Ed Sheeran Live in Malaysia,KL Convention Centre,Kuala Lumpur
458,Ed Sheeran,2/2/2015,Ed Sheeran,Zenith de Paris,"Paris, FR"
488,Ed Sheeran,9/14/2014,Ed Sheeran,,
498,Ed Sheeran,9/8/2014,Ed Sheeran,Xfinity Center,"Mansfield, MA"
508,Ed Sheeran,9/3/2014,Ed Sheeran,Gwinnett Arena,"Duluth, GA"
514,Ed Sheeran,8/28/2014,Ed Sheeran at Jimmy Kimmel Live!,Jimmy Kimmel Live!,"Los Angeles, CA"
561,Ed Sheeran,8/15/2014,Ed Sheeran,Pukkelpop,"Hasselt, Belgium"
602,Ed Sheeran,6/12/2014,Ed Sheeran / Little Mix / Icona Pop / Austin Mahone,,
652,Ed Sheeran,5/24/2014,radio 1 big weekend,glasgow green,"Glasgow, UK"
740,Ed Sheeran,7/27/2013,Red Tour,,
846,Ben Howard,9/26/2015,Landmark Music Festival,West Potomac Park,"Washington, D.C."
850,Ben Howard,9/26/2015,The War On Drugs / Ben Howard / Albert Hammond Jr,West Potomac Park,"Washington, D.C."
871,Ben Howard,6/25/2015,Glastonbury Festival 2015,Glastonbury,"Glastonbury, UK"
923,Ed Sheeran,5/4/2013,RED tour,Ford Field,"Detroit, MI"
983,Ed Sheeran,8/30/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Rogers Centre,"Edmonton, AB"
1116,Ed Sheeran,1/10/2013,Ed Sheeran,,
1145,Ed Sheeran,12/4/2012,3OH!3 / Cher Lloyd / Owl City / Calvin Harris / Afrojack / Ed Sheeran,,
1157,Ed Sheeran,10/12/2012,Ed Sheeran,Hammersmith Apollo,"London, UK"
1229,Ed Sheeran,7/24/2012,Anna Krantz / Ed Sheeran,Irving Plaza,"New York, NY"
1409,Ben Howard,1/25/2015,Ben Howard,9:30 Club,"Washington, D.C."
1418,Ben Howard,10/29/2014,Ben Howard,Williamsburg Music Hall,"New York, NY"
1465,Ed Sheeran,6/16/2018,Ed Sheeran / Jamie Lawson / Anne Marie,Wembley Stadium,"London, UK"
1484,Ed Sheeran,3/24/2018,Ed Sheeren,Mt Smart Stadium,"Auckland, New Zealand"
1677,Ben Howard,7/29/2013,Ben Howard,Central Park Summerstage,"New York, NY"
1767,Ed Sheeran,9/9/2017,Divide Tour,Quicken Loans Arena,"Cleveland, OH"
1779,Ed Sheeran,8/31/2017,Divide Tour,Amway Center,"Orlando, FL"
1782,Ed Sheeran,8/29/2017,Divide Tour,Amalie Arena,"Tampa, FL"
1817,Ben Howard,2/11/2013,Ben Howard,Terminal 5,"London, UK"
1948,Ed Sheeran,8/5/2017,Ed Sheeran,,
2021,Ed Sheeran,1/11/2017,Taylor Swift; Ed Sheeran,,
2103,Ed Sheeran,5/28/2017,Divide Tour,Allianz Parque,"S?o Paulo,"
2106,Ed Sheeran,5/2/2017,Ed Sheeran,O2 Arena,"London, UK"
