Comment Split,Category,TempF,TempC,Comment,Tweet Id,Created At
ros,Air,53,11.7,"Ros doing excellent warden work, Alix is back from USA, hot x buns from me",458520862799704064,22/04/2014 08:21:07
merlin,Air,54,12.2,Merlin said: Journalists give the facts but not necessarily the truth,459249450192752640,24/04/2014 08:36:16
eliza,Air,54,12.2,Eliza won Ron\'s race. Compliments paid to Stuart on the elegance of his stroke,459978600742412288,26/04/2014 08:53:39
lovely,Air,53,11.7,Lovely photo of the Gooselets with their loving parents from John Tierney,460372833596489728,27/04/2014 11:00:11
francess,Air,50,10,Frances\'s daughter\'s birthday cake was delicious. Stuart smiled yet again,460697348507963392,28/04/2014 08:29:41
lovely,Air,56,13.3,Lovely sunny day lots of lovely swimmers some in rubber,461539949276594177,30/04/2014 16:17:53
alix,Air,52,11.1,Alix Christie\'s book Guthenberg\'s Apprentice is brilliant. A must read,461539972802445312,30/04/2014 16:17:59
question,Air,52,11.1,Question? Is it difficult to pee while swimming some find is easy others don\'t,462147707063529472,02/05/2014 08:32:54
deirdre,Air,58,14.4,Deirdre wardened Julian and Anisa are back Jeremy Cav has a cracked rib,463602187302879233,06/05/2014 08:52:29
gordon,Air,56,13.3,Gordon sang a song but nobody applauded. Rod made some excellent teas,463971964621561856,07/05/2014 09:21:51
excellent,Air,51,10.6,Excellent service from the NHS so hopefully soon my new hip will be in place,464689346772488192,09/05/2014 08:52:28
bleak,Air,50,10,Bleak Westerly wind did not deter swimmers enthusiasm for activity and breakfast,465425811890503680,11/05/2014 09:38:55
convoluted,Air,50,10,"Convoluted conversation about the size of balls In Hawick, not sure why",466138614389571584,13/05/2014 08:51:20
sailing,Air,50,10,Sailing with Tony and Jane winners of boat day raffle at Xmas dinner,466869492019376128,15/05/2014 09:15:35
gorgeous,Air,50,10,Gorgeous sunny day Rob splashed me wonderful cake from new member Fiona,466869766549155841,15/05/2014 09:16:41
60,Air,59,15,60 and rising like the wetsuiters The three unmentionables splashed me,467219387167309826,16/05/2014 08:25:57
alan,Air,62,16.7,Alan. Titmuss race won by Rob O and john Reid Vet,467593025972363264,17/05/2014 09:10:39
23,Air,65,18.3,23 years marriage for Rob and Mrs Rob. George\'s girls swam for 1 hour,467969483039322112,18/05/2014 10:06:33
deeley,Air,59,15,Deeley hit Mark FW\'s nose. Frances ticked off some wetsuiters. Rod rodded,468309515059097600,19/05/2014 08:37:43
deirdre,Air,59,15,Deirdre wardened beautifully. Hawick Balls from Laura much enjoyed. Thanks,468671157324238848,20/05/2014 08:34:46
dani,Air,59,15,Dani got technical but although nobody understood we were all impressed,469065244011425792,21/05/2014 10:40:43
george,Air,60,15.6,George got debagged twice Tori swam very elegantly algae building rapidly,469398226727337984,22/05/2014 08:43:52
haydn,Air,56,13.3,Haydn won the Bill Phipps race in very wet conditions with cake made by  Rosie,470127371765706752,24/05/2014 09:01:14
somebody,Air,56,13.3,Somebody has broken the thermometer so I have ordered a new one,471216263457685504,27/05/2014 09:08:06
flora,Air,58,14.4,"Flora, Andy and Bee qualified, Steve Newells\' thermometer recorded the temp",472294686242390016,30/05/2014 08:33:22
relay,Air,64,17.8,"Relay race won by G,T,S, and M. Sun was out so were the Triathletes",472671009389412352,31/05/2014 09:28:45
noe,Air,62,16.7,Noe the triathlon excitement is over we real swimmers can get back to work,473380920553385985,02/06/2014 08:29:41
excellent,Air,58,14.4,"Excellent Thames swim last night, Ted has offered to do the temp in my absence",474106725604540416,04/06/2014 08:33:46
isabel,Air,58,14.4,Isabel misread my all Serps email and then turned me down for a quickie,474468547587227648,05/06/2014 08:31:31
d,Air,54,12.2,D Day remembered. Temperature disagreements continue despite new thermometer,474838428388179968,06/06/2014 09:01:18
im,Air,62,16.7,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478482752468443137,16/06/2014 10:22:32
im,Air,66,18.9,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478482863126745088,16/06/2014 10:22:59
im,Air,76,24.4,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478482965358735360,16/06/2014 10:23:23
im,Air,72,22.2,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483115703545856,16/06/2014 10:23:59
scorchingim,Air,86,30,"Scorching!I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483269730975744,16/06/2014 10:24:35
im,Air,82,27.8,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483386177421312,16/06/2014 10:25:03
im,Air,76,24.4,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483479630712832,16/06/2014 10:25:25
im,Air,62,16.7,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483615182245888,16/06/2014 10:25:58
im,Air,64,17.8,"I\'m away in Scotland, Temperatures taken by Ted. Thank you Ted",478483754617696256,16/06/2014 10:26:31
gordon,Air,64,17.8,Gordon recited a Rudyard Kipling poem about the Thames. A wonderful treat for us,479177668328714240,18/06/2014 08:23:53
jeremy,Air,66,18.9,Jeremy needs entries for River Nene otherwise it\'s cancelled,479537671308840960,19/06/2014 08:14:24
feels,Air,68,20,Feels like summer although the days are getting shorter but algae getting longer,480993877462380545,23/06/2014 08:40:51
karen,Air,67,19.4,Karen wore my cap Bdays for Andy M(30) and Mike B(33) Tierney talked i listened,481350983650639873,24/06/2014 08:19:52
apologies,Air,68,20,"Apologies for delay I was at the eye hospital, I need a cataract operation",481888092824276992,25/06/2014 19:54:09
cock,Air,58,14.4,Cock a Doodle Doo as the cock said to his wife not sure what geese and swans say,482076976048795648,26/06/2014 08:24:42
supper,Air,64,17.8,Supper at my place with first course of tasty green Serpentine soup,482438439766601728,27/06/2014 08:21:01
jaki,Air,59,15,"Jaki, Frances, James, Norm, Flora, George, Bee, Will, Anne, Jeremy etc all swam",483888765308772352,01/07/2014 08:24:06
commiserations,Air,60,15.6,Commiserations to the two relay teams not completing the world\'s toughest swim,484257883924987904,02/07/2014 08:50:51
jaki,Air,68,20,Jaki debagged Rob who splashed me. Kevin swam flutterby,484619995650215936,03/07/2014 08:49:45
cycled,Air,67,19.4,Cycled via Regents Canal to Olympic Park and had a glorious swim in the pool,485347333430079488,05/07/2014 08:59:56
800,Air,60,15.6,800 Scratch Race. Guess who won? Committee meeting. Sailing tomorrow,485347628553891840,05/07/2014 09:01:06
jaki,Air,63,17.2,Jaki tried to debag me unsuccessfully. Flora got lots of hugs. Ted swam a mile,486424268767756289,08/07/2014 08:19:17
lots,Air,58,14.4,Lots of excitement but nobody told me why. 5 donuts from Neil. Delicious,486784503344816130,09/07/2014 08:10:44
george,Air,58,14.4,"George spoke some Hungarian, I spoke 2 words of Finnish, Cath Cinnamon wardened",487152698228506624,10/07/2014 08:33:48
linda,Air,56,13.3,Linda celebrated Serping with cake and cream. George put Sara W on his tandem,487514569787854848,11/07/2014 08:31:45
bridge,Air,60,15.6,Bridge 2 Bridge won by warden Ros. Well done to all with special thanks 2 Duff,487893894135558145,12/07/2014 09:39:03
swimming,Air,58,14.4,Swimming is better for you than watching football,488252529604853760,13/07/2014 09:24:09
happy,Air,71,21.7,Happy Birthday to President Norm and Brother Jeremy. See you tonite at the Thame,489702125820444672,17/07/2014 09:24:19
enjoy,Air,68,20,Enjoy working today I am off to Lords for some entertainment,490046127967068160,18/07/2014 08:11:16
brian,Air,68,20,Brian won Rosie\'s 1 mle race. Cyril and Yvonne made a welcome visit,490429690470203392,19/07/2014 09:35:24
kevin,Air,68,20,Kevin swam some butterfly,491497354168901633,22/07/2014 08:17:55
kevin,Air,66,18.9,"Kevin is doing 1 miles butterfly, George and I did 5 strokes each",491497753722494977,22/07/2014 08:19:30
rob,Air,68,20,Rob splashed me Andy arm wreslted me Mirand hugged me Lucky Me,491861940919357440,23/07/2014 08:26:39
rob,Air,68,20,Rob splashed me Andy arm wrestled me Miranda hugged me Lucky Me,491862279462592512,23/07/2014 08:28:00
pole,Air,68,20,pole pole ya kobe hunma fisha mbali is a wonderful Swahili saying.,492232830274260992,24/07/2014 09:00:26
rob,Air,66,18.9,Rob made me a cup of tea and I made one for Mould. Chris talked with Frances,492606925390245888,25/07/2014 09:46:57
full,Air,68,20,"Full complement of swimmers all talking at the same time, some even swam",492969326233022464,26/07/2014 09:47:00
ted,Air,68,20,Ted took the temperature. Well done Ted,493675996659609600,28/07/2014 08:35:04
lots,Air,64,17.8,Lots of swimmers on standby for swim to France weather looks reasonable,494036663442874368,29/07/2014 08:28:13
oh,Air,68,20,Oh Bliss oh Rapture unforeseen as the algae encroach on our territory,494408437145817088,30/07/2014 09:05:31
another,Air,64,17.8,Another lovely day although the spaghetti field is getting thicker,494761520166105088,31/07/2014 08:28:33
lovely,Air,64,17.8,Lovely breakfast with Alix. Flora covered in mosquito bites. Bad Channel weather,495136187632586753,01/08/2014 09:17:20
race,Air,64,17.8,"Race won by Eric, again! Does the Handicapper need some help?",495494653576507392,02/08/2014 09:01:45
james,Air,68,20,James Stuart and Nick made a quick stop in France. Biscuits from Alice,496938430518263808,06/08/2014 08:38:49
swim,Air,69,20.6,Swim swim swim equals short version of long story about three swimmers,497320866825641984,07/08/2014 09:58:29
georges,Air,66,18.9,George\'s girls on their way as Is Boris. Good luck to them all,497666345895739392,08/08/2014 08:51:17
georges,Air,66,18.9,"George\'s girls made it yesterday and Nick, Stuart and James earlier in the week",498029840130662401,09/08/2014 08:55:41
andrew,Air,60,15.6,Andrew Fuller\'s medley was the usual swimming challenge,500934910501474304,17/08/2014 09:19:24
todays,Air,60,15.6,Today\'s conversation was about women losing their iPhone down the toilet,500935353029885952,17/08/2014 09:21:09
interesting,Air,54,12.2,Interesting article in yesterday\'s Wall Street Journal about swimming and sex,502011585582620674,20/08/2014 08:37:43
delicious,Air,58,14.4,Delicious Lime and Lavendar cake from Sam M.Can we have some more please,502381643722928129,21/08/2014 09:08:12
heroic,Air,57,13.9,"Heroic Dani the Wolf swims to France, supported by G,N,S,H, on the boat",502545227467735040,21/08/2014 19:58:13
youngsters,Air,56,13.3,Youngsters dominate the race: Jessica 1st with William and Feliicity runners up,503097274776707074,23/08/2014 08:31:52
compliments,Air,57,13.9,Compliments paid about my Tweets. Good reception for Ingrid\'s new mug designs,503833971474841600,25/08/2014 09:19:14
captain,Air,61,16.1,Captain Sarah Legrand was congratulated on her University Challenge win,504189166578839553,26/08/2014 08:50:39
president,Air,58,14.4,President Norm returned from France and talked about sailing,504540724172693504,27/08/2014 08:07:37
please,Air,62,16.7,"Please remember to keep the door closed, keeps the changing room so cosy",505305500041621504,29/08/2014 10:46:33
george,Air,58,14.4,"George Brutton cup won by me, excellent handicapping.Thank you Dani",505648006352617472,30/08/2014 09:27:33
celebratory,Air,59,15,"Celebratory Dover swim with Dani, George, Mrs George, Sarah W",506313915408867328,01/09/2014 05:33:38
ted,Air,60,15.6,"Ted wardened, lots of swimmers back from holiday, I made tea for the masses",506356106307076096,01/09/2014 08:21:18
nothing,Air,63,17.2,Nothing daunts the intrepid. Im sailing to France so no Tweets till Wednesday,507083696776941568,03/09/2014 08:32:29
nice,Air,60,15.6,Nice to be back on such a glorious sunny day. More chat than swimming,509633416770625536,10/09/2014 09:24:09
radiators,Air,58,14.4,Radiators on from 6-8am so please make sure the door is kept shut,510427795374477314,12/09/2014 14:00:44
150th,Air,56,13.3,150th anniversary photo and outstanding turnout for all Clothes Race,510721811034943489,13/09/2014 09:29:03
bye,Air,56,13.3,Bye Bye Mark and Krystie some of us will greatly miss you  Good party last night,511060635321634816,14/09/2014 07:55:25
frances,Air,60,15.6,Frances and Boris had a medical chat while I chatted with (Belgian) Charles,511452538236063744,15/09/2014 09:52:42
george,Air,60,15.6,"George, Dart swimmer showed off his medal, Bill Deeley and I talked club finance",511789931501723648,16/09/2014 08:13:22
general,Air,60,15.6,General consensus about the joy of open water swimming. President Norm agreed,512157011187101696,17/09/2014 08:32:01
rob,Air,60,15.6,Rob thanked me for making him tea but his butterfly needs some improvement,512535993673871360,18/09/2014 09:37:58
scots,Air,60,15.6,Scots vote No. Serpers welcome their Scottish compatriots. Rosie gave me a hug,512870919807991808,19/09/2014 07:48:50
final,Air,62,16.7,Final swim by Mark and Kristie before they fly to Aus on Tuesday. Bye Bye,513248613414473729,20/09/2014 08:49:39
butterfly,Air,52,11.1,"Butterfly seems to be the \""in\"" stroke, 4 people did it today. Who\'s next?",514329739000295424,23/09/2014 08:25:40
john,Air,52,11.1,John Tierney asked me about my antecedents. Peter Impey talked sailing,514686419491880961,24/09/2014 08:02:59
leanne,Air,51,10.6,"Leanne has got engaged, So congratulations from all your potential patients!!",515050905759399936,25/09/2014 08:11:19
2,Air,58,14.4,"2 swiimmers swam 1 mile butterfly. Kevin is progressing, Rob was rather pathetic",515416071097290752,26/09/2014 08:22:21
birthdays,Air,60,15.6,Birthdays for John Luckhurst and Bee Heller plus scones and cake. Delicious,516866841957134336,30/09/2014 08:27:12
jan,Air,58,14.4,"Jan won the race, Mike Olizar made a speech. Lots of cake and biscuits",518329865356210176,04/10/2014 09:20:44
robert,Air,52,11.1,Robert swam some butterfly Ted swam crawl Rory and Sarah got cold,519047021496639488,06/10/2014 08:50:28
temps,Air,50,10,Temps guessed today as I am at an Old School reunion,519776456558129152,08/10/2014 09:08:58
fabik,Air,52,11.1,"Fabik, please come back. Eric won yet again, Everyone else was 2nd",520887416287424512,11/10/2014 10:43:32
oh,Air,52,11.1,"Oh dear me, My thought process has temporarily dried up but my voice hasn\'t",521939484334899200,14/10/2014 08:24:04
flora,Air,53,11.7,Flora made Rob laugh and she completely nonplussed your esteemed Tweeter,522306565395972096,15/10/2014 08:42:43
welcome,Air,53,11.7,Welcome back Alix after stunning US book tour now for the UK launch. Good Luck,522675452671164416,16/10/2014 09:08:33
rosie,Air,56,13.3,Rosie Temple made me an offer I can\'t refuse for next Tuesday,523031859404361728,17/10/2014 08:44:47
cyril,Air,57,13.9,Cyril and Yvonne watched some very competitive racing won by Alice,523402951579422720,18/10/2014 09:19:22
andrea,Air,56,13.3,"Andrea, Robert and Volker interviewed about German attitudes to Britain",523780914992926720,19/10/2014 10:21:16
apologies,Air,54,12.2,Apologies for my absence yesterday Henry and I went for a fantastic sail,525568353512194048,24/10/2014 08:43:54
55,Air,54,12.2,"55 yard winter series buoys in place, grateful thanks to Rod for his help",526674155891335168,27/10/2014 09:57:58
its,Air,54,12.2,"It\'s not my fault that the temperature is not going down, blame somebody else",527028282345390080,28/10/2014 09:25:08
smiles,Air,53,11.7,Smiles as Neil Drinkwater arrived with his leopard skin shoes,528118313675538433,31/10/2014 09:36:32
roberts,Air,52,11.1,"Robert\'s butterfly is improving, John Luckhurst made Nathalie laugh",529206532215685120,03/11/2014 09:40:44
lots,Air,50,10,Lots of swimmers all trying to qualify for some event or other.Water polo tonite,531034624416550912,08/11/2014 10:44:55
rod,Air,50,10,Rod did the temp. Will (which one?) brought some iced buns. Why not warm ones?,534670116685086720,18/11/2014 11:31:04
jo,Air,52,11.1,"Jo Ashton took the temp Emily, Robert, Mary and Frances were filming on Optimist",536632476639432704,23/11/2014 21:28:47
balmy,Air,50,10,Balmy weather Rosy only had one drink last night but it was in a 2 pint glass,545877138004791296,19/12/2014 09:43:46
